,volatile acidity,total sulfur dioxide,density,pH,alcohol,quality_category
7897,0.3184064450408638,164.7237298592473,0.9910762701407527,3.3345929380032286,12.28288104222581,alta
7898,0.19437387162959396,114.0,0.9910284734759671,3.370660411781915,11.78610609613153,alta
7899,0.16688724159304147,96.0,0.9927577818960174,3.172218103982604,10.463327155973905,alta
7900,0.32039900431114215,128.0,0.9904133140671436,3.1944841843239775,12.593260275637515,alta
7901,0.29707700865672304,138.0,0.9902625768323245,3.217604591215367,12.4,alta
7902,0.30787975790175554,74.0,0.9927161050706143,2.973616032279766,12.183038063214045,alta
7903,0.33750233679241004,29.0,0.9971362957080887,3.01751168396205,10.389335788408786,alta
7904,0.34457233650076313,52.561694232049554,0.9911449662497226,3.600454269171021,13.402271345855103,alta
7905,0.3082143659345177,126.83163379906453,0.989167958312711,3.454949013971936,12.816836620093547,alta
7906,0.19,155.0,0.99807,2.94,8.8,alta
7907,0.32895666897576903,124.02086662048463,0.9912014127299361,2.9977206495793096,12.408346648193849,alta
7908,0.27204823481840384,105.0,0.9897236106315253,3.011807060726385,12.901205870460096,alta
7909,0.2157058772309851,96.0,0.9926357353069226,3.2942646930774626,10.646397039616193,alta
7910,0.37004294028590723,73.92608496402188,0.9890711301956826,3.24408679712175,12.853695751798906,alta
7911,0.24048630815418207,96.0,0.992805531639822,3.3016869679837084,10.783890465233457,alta
7912,0.3327321943330298,101.84881295553532,0.9911575593522232,3.3260474817785872,12.28779676111617,alta
7913,0.3,96.36191031421227,0.9897240046639383,3.429712286883584,12.855235874315092,alta
7914,0.6160764521744831,18.90191130436208,0.9984836639565677,3.219019113043621,13.385286695654312,alta
7915,0.2314581355719897,179.14167457712043,0.9911716650845759,3.223040440546336,12.471251186568061,alta
7916,0.2949007876364233,155.0,0.99110281581238,3.2601984247271534,12.6059527418146,alta
7917,0.4228216439934831,128.0,0.9904892104081173,3.226794589001629,12.472718298527207,alta
7918,0.31839084608049567,114.83908460804956,0.9896917181644086,3.182528154873061,12.887359225634695,alta
7919,0.23029157079765425,121.25728926994135,0.9920790386947272,3.1357801714736104,11.539795022082101,alta
7920,0.240900554596988,91.0450277298494,0.9922367925992117,3.119727911634187,11.59727911634187,alta
7921,0.4281041965123019,74.0724167860492,0.9889124492036753,2.986794210838207,12.985516642790158,alta
7922,0.15910622772646438,149.39291815156903,0.9918964590757845,3.389645907578452,11.15177046210774,alta
7923,0.5379395179963747,46.068682733454175,0.9936420707296736,3.515571502139617,12.977857510698085,alta
7924,0.43000929011401273,101.84622530856933,0.989710643456918,3.2415284568002942,13.261602777712396,alta
7925,0.31710701821229026,110.53010026017557,0.9904631774224102,3.0959030078052674,12.28795989592977,alta
7926,0.155,59.0,0.98975,3.3,11.9,alta
7927,0.2764680057414599,113.0,0.9911975063129096,3.057107890912262,12.405959827756204,alta
7928,0.29124430245223676,125.0,0.9901045635783361,3.309400638964935,12.743778487738817,alta
7929,0.17481594495327762,144.0368110093445,1.0003110433028033,3.2607362201868897,8.655521651401672,alta
7930,0.23551124004842428,125.65520399974514,0.9933035303993374,3.170353039933735,12.268959200050972,alta
7931,0.3811523206343786,16.0,0.995592540255266,3.187382784761254,11.934569619031357,alta
7932,0.25782546677422424,116.0,0.9925619482040757,3.1340330300585815,11.740707515835972,alta
7933,0.4643059860657267,16.459328471898047,0.9935773243687914,3.2054067152810197,12.775597083138829,alta
7934,0.31669271951195865,115.08268201220103,0.9895873302987896,3.1459440579258247,12.942122591459277,alta
7935,0.17384970401213762,161.71127219908968,0.9950145550317936,3.155563609954484,10.246011839514496,alta
7936,0.34120138976799036,111.0,0.9895148719711973,3.121476448128708,12.092349034580861,alta
7937,0.35,16.0,0.9972,3.15,11.0,alta
7938,0.24,128.0,0.992,3.55,11.2,alta
7939,0.28043318312564125,139.82672674974353,0.990340294304882,3.1625990987538475,12.491336337487176,alta
7940,0.333004571536871,109.59227252663945,0.9910447178888936,3.186009143073742,12.622318242008165,alta
7941,0.5024829890693736,75.79617028940277,0.9915193764681444,3.0698085144701386,12.428659601290969,alta
7942,0.3,96.59704022420736,0.9899215137883342,3.345065519285352,12.761183910317058,alta
7943,0.2671482778916793,187.03564652635401,0.9933071293052708,3.1969605589494705,11.726829757869893,alta
7944,0.32705077129871885,109.63807099000985,0.9911115836454143,3.174101542597438,12.608578702997043,alta
7945,0.2,212.5,0.999,3.14,8.9,alta
7946,0.19,155.0,0.99807,2.94,8.8,alta
7947,0.2971234302882744,96.0,0.9896875209831905,3.467949769224783,12.884937211530978,alta
7948,0.28447115701181624,103.0,0.9922877102791609,3.2308533677588622,10.689423140236325,alta
7949,0.37715518639371437,118.72676167997267,0.9900284481360628,3.34360570079836,11.799437847969939,alta
7950,0.20408615137824632,122.62126498468615,0.9931118276972435,3.246344605512985,10.810632492343077,alta
7951,0.2815820608725148,124.9683587825497,0.9899033484679068,3.3482927495433903,12.787343513019882,alta
7952,0.24065698102352814,128.0,0.9921051169637645,3.5316045313412117,11.206569810235282,alta
7953,0.19,155.0,0.99807,2.94,8.8,alta
7954,0.16224319800529974,96.13603553339222,0.9925007218265371,3.192576345360421,10.481621320035332,alta
7955,0.4007035754216116,136.0175893855403,0.9916378114244613,3.1103517877108056,12.312312569878204,alta
7956,0.3493501385457148,92.81227398677923,0.990536173155505,3.0737906823797396,11.868953411898696,alta
7957,0.2950314082459721,155.0,0.9911386058593964,3.2599371835080557,12.598115505241672,alta
7958,0.25098209829794116,122.0,0.9925760511615137,3.101309464397255,12.259028124349346,alta
7959,0.4673265101644648,109.0,0.9903806427855756,3.3017823265570234,12.752227908196279,alta
7960,0.22,121.48536908337711,0.9920123919233561,3.0394147633350843,12.191221450026267,alta
7961,0.37569760620612924,51.50460960054656,0.991374001253215,3.6497848853078274,13.648924426539137,alta
7962,0.12,98.0,0.99564,3.19,9.8,alta
7963,0.17411460214813798,161.69140483888964,0.9950100517634816,3.1545702419444828,10.235415914074482,alta
7964,0.2992980366348186,106.32137256075083,0.9910676588650579,3.382511762242327,11.892980366348185,alta
7965,0.3203481468966392,125.36047139184873,0.9909511514946723,3.1550026984949557,12.580235695924367,alta
7966,0.40271552954698053,107.9359834427666,0.9916729117898881,3.1464016557233405,12.646360262639828,alta
7967,0.3998945251144368,119.0,0.9896005273744278,3.3198945251144365,12.400791061641723,alta
7968,0.2675915042371617,128.75915042371616,0.9932445097457704,3.3741617690672276,10.824084957628383,alta
7969,0.26022509968599006,124.0,0.993969780902657,3.2390996012560396,11.279741028260895,alta
7970,0.39399005290124306,119.0,0.9902051740742283,3.2967363227392092,12.27253730162034,alta
7971,0.2435882024936844,123.73588202493684,0.9959910693352587,3.176229382244316,10.558470785037894,alta
7972,0.41480356510962535,108.51964348903746,0.9908380884200186,3.243928697807492,12.8,alta
7973,0.19,155.0,0.99807,2.94,8.8,alta
7974,0.24814955287983032,128.0,0.9926927119947856,3.4644296947617814,11.077756706802544,alta
7975,0.22265288022061458,74.46683899724232,0.9928013692700931,3.1480620390072342,11.473212701930377,alta
7976,0.1416594506855797,64.33621972576812,0.9894488847440459,3.2504493882607246,12.28115855184058,alta
7977,0.2576414308934767,178.11792845532617,0.9914577849431098,3.35754575608258,12.182071544673835,alta
7978,0.3670875480512774,95.32912451948722,0.9909831398695947,3.325193581820529,12.530387163641059,alta
7979,0.2483095500635131,112.41547750317565,0.9901246432509527,3.264785950571618,12.724643250952697,alta
7980,0.28635519223944267,139.68224038802788,0.990624954949722,3.1774767786584674,12.484112019401394,alta
7981,0.2645933848003638,128.45933848003637,0.9934243969119783,3.360670231601637,10.854066151996362,alta
7982,0.392185467193442,150.55527282456495,0.9937228725035007,3.207865424384869,12.611054564912987,alta
7983,0.2772451860038643,151.9576182462133,0.993374570947728,3.4493642736931998,10.706357263068005,alta
7984,0.24609162616890046,104.53638753896335,0.9914597851962306,3.1944476137006292,12.368193769481675,alta
7985,0.2238582312746368,125.51037971568512,0.9920750479660734,3.308962028431488,12.493772170588928,alta
7986,0.4158574324918194,141.430078236756,0.9938235862034792,3.13139843526488,12.142480440811001,alta
7987,0.12,98.0,0.99564,3.19,9.8,alta
7988,0.2963329455146135,155.0,0.9914952270710041,3.257334108970773,12.520023269123191,alta
7989,0.3648557008226218,29.0,0.9955810615817996,3.1542785041131087,10.975479303341896,alta
7990,0.18951349951430882,160.53648753642685,0.9947482705082568,3.096824376821342,9.619460019427647,alta
7991,0.3541200447184384,119.0,0.9903266635998343,3.3381993292234244,12.576398658446848,alta
7992,0.2488627250816527,112.22156812704132,0.9903079796965875,3.1456863745917367,12.533529561887605,alta
7993,0.3606302764417469,84.98739447116506,0.989659391118982,3.409810917067476,12.397478894233013,alta
7994,0.27355756321949637,105.12325057472269,0.9907103069884968,3.1080677241418506,12.6,alta
7995,0.39307587277630557,73.28740516952865,0.9890770561429988,3.0330409701233125,12.804036421620381,alta
7996,0.2796377840427384,81.01207386524206,0.9925427769890056,3.0405433239358923,11.396981533689488,alta
7997,0.44717593267818423,109.47175932678184,0.9924996829368801,3.293770830294817,12.873587966339093,alta
7998,0.19,155.0,0.99807,2.94,8.8,alta
7999,0.6125532692471787,74.81021307698872,0.9891411660538665,3.2597788384858246,12.837957384602257,alta
8000,0.2,212.5,0.999,3.14,8.9,alta
8001,0.24513165412556243,96.0,0.9924477211693473,3.2203068755406044,10.462720217090208,alta
8002,0.208283873617838,99.38855915745225,0.9928662760606598,3.27554236629809,11.616567747235676,alta
8003,0.3120666439130798,115.70111073188467,0.9923269236139833,3.083577921883828,11.691888244203927,alta
8004,0.3180576390164096,96.0,0.9942627679044084,3.0825577929690042,11.354037810200563,alta
8005,0.2668545749785526,96.70161583357164,0.9917816012990563,3.431856391792968,11.149192083214182,alta
8006,0.2524717029305882,105.0,0.9905113398201542,3.0863490397429416,12.675282970694118,alta
8007,0.1865362529936711,187.7690835329114,0.9931651711227216,3.26154582335443,11.250095703607585,alta
8008,0.15073194628928482,149.95120358071435,0.9921756017903571,3.4175601790357173,11.012199104821415,alta
8009,0.19434341549608974,147.52188615013034,0.9906740747651434,3.272188615013034,11.547811384986966,alta
8010,0.28530438667271185,153.59131600181357,0.9914692032511329,3.354521039891187,11.866965067996608,alta
8011,0.2,212.5,0.999,3.14,8.9,alta
8012,0.3669683440451873,101.36129495419375,0.990564120880619,3.3094187064128753,12.825165458774373,alta
8013,0.41914499507386815,102.54450008693173,0.98936013998725,3.176439993045461,13.345549991306827,alta
8014,0.735880605926607,87.5245025246942,0.991672488862782,3.436370656420491,13.018874368826452,alta
8015,0.3503175444099219,151.586367385824,0.9931104571700767,3.292819606613116,11.527265228352022,alta
8016,0.1855184038800049,162.77592019400024,0.9939730205232263,3.193277605820007,10.865552116400146,alta
8017,0.5410997494193431,164.22250626451643,0.991859335003871,3.5259207184838655,12.470332498064478,alta
8018,0.16672920839570957,150.0557640279857,0.9922278820139928,3.4004825902050055,11.094798847575687,alta
8019,0.181469279181302,150.0,0.99131361530306,3.404265360409349,11.524487986355034,alta
8020,0.23729900752238986,128.0,0.9933866233263762,3.259839206017912,11.401607939820881,alta
8021,0.24170982198472643,153.53160712061094,0.9918837089505951,3.281523216732796,11.848705340458206,alta
8022,0.2829087982766125,86.0,0.9897391680078989,3.018227199569153,12.60166398420228,alta
8023,0.26790186285594425,161.18415114286714,0.9942804681200098,3.243426397141958,11.052679085706295,alta
8024,0.23164736125393526,179.73085589028065,0.9917553137002197,3.072366475141001,11.41484878275839,alta
8025,0.5242612714783218,17.6944718837953,0.9969809641580881,3.215648239612651,13.00834156513859,alta
8026,0.19,155.0,0.99807,2.94,8.8,alta
8027,0.35813527749794316,74.24533819374486,0.9932072541912148,3.0658683678107,12.04533819374486,alta
8028,0.233213123175737,86.0,0.9899669398521111,3.005803280793934,12.146120295777589,alta
8029,0.17582803626776217,107.17218690845175,0.9930533076815468,3.26066242901421,10.813248580284196,alta
8030,0.5805638316837137,75.61104744858682,0.9904098739482019,3.177238137853296,12.616685765423956,alta
8031,0.2934914665012985,96.34914665012985,0.9903185768014883,3.226034133994806,12.6,alta
8032,0.2835132274104388,138.59470903582448,0.9897735661564793,3.1810793644626325,12.429735451791226,alta
8033,0.2,212.5,0.999,3.14,8.9,alta
8034,0.35300133303625236,108.48183030032956,0.9906308076387133,3.3503633939934083,12.8,alta
8035,0.24359334829952545,176.4394179762085,0.990809958426872,3.2604108090132713,11.891991685374407,alta
8036,0.25095582347494655,126.0,0.9901058635119829,3.3908112375271906,12.727951774509618,alta
8037,0.45748282852819466,16.7838567526572,0.9957121737420357,3.2126128558421905,12.735157025797161,alta
8038,0.2981143289830685,183.77632838498866,0.992321714934746,3.1214694032082386,12.474122387167045,alta
8039,0.5117201920327039,74.62930048008175,0.9911684144507659,3.2002551680286158,12.42930048008176,alta
8040,0.20895684035777906,123.38956840357778,0.9946681513016671,3.1450611563220012,10.766258957853326,alta
8041,0.2,212.5,0.999,3.14,8.9,alta
8042,0.2896021881046934,122.0,0.9932114442007478,3.4340544858728723,10.626866520448687,alta
8043,0.47701353206313246,48.09954893122892,0.9926388228279729,3.621176544423904,13.505882722119518,alta
8044,0.3658159174499456,106.0190185570457,0.9899973256919418,3.446006103020403,12.558159174499457,alta
8045,0.43345168113241456,150.94483893710805,0.992672419468554,3.089306372012183,12.606226193083682,alta
8046,0.26604212494463664,123.20842498892732,0.9954168499778546,3.3068626264948118,10.439578750553634,alta
8047,0.3697400546743211,119.0,0.9897512997266285,3.2897400546743207,12.62694958994259,alta
8048,0.15419193347231228,128.0,0.9944407627812321,3.0542200600622484,10.532603927006873,alta
8049,0.46,130.0,0.98953,3.39,13.4,alta
8050,0.3796890607315956,82.05516542037171,0.990771514513945,3.3138615794260198,12.3306921028699,alta
8051,0.35775237883652156,84.88761894182608,0.9897311953145307,3.399604752118912,12.37190473545652,alta
8052,0.3946586838297989,82.27398537588665,0.9916482102368793,3.2565775139007314,11.782195612765996,alta
8053,0.18128900256753122,169.05924978603906,0.9904346675192565,3.3574219948649375,11.875260017116876,alta
8054,0.19,155.0,0.99807,2.94,8.8,alta
8055,0.2,212.5,0.999,3.14,8.9,alta
8056,0.23009080075688584,128.0,0.9923963679697245,3.480635605298201,11.24954599621557,alta
8057,0.13731375886423344,96.84574940905111,0.9940009641608526,3.155372482271533,10.14627517728467,alta
8058,0.4514831227388504,142.46292193152874,0.9928839072196174,3.1338876579458623,12.0,alta
8059,0.28386055786596814,170.0,0.99283053358208,3.412531587961705,11.718671030095736,alta
8060,0.5678339225276876,21.173586561346347,0.9979131766829707,3.2221735865613463,12.943546822117266,alta
8061,0.24805299032695322,114.84323564519252,0.9943042954517316,3.3594058612884488,10.656764354807477,alta
8062,0.19259955229521392,123.0,0.9927990361184521,3.129371044824469,11.064570149414896,alta
8063,0.2,212.5,0.999,3.14,8.9,alta
8064,0.4083947666429557,47.84474237654892,0.9926284186685636,3.6586580522556233,13.80105314245067,alta
8065,0.3927616636623746,119.0,0.989300799493691,3.449752839041488,12.52514502703863,alta
8066,0.20840538548013998,159.1195960889895,0.9944271084468376,3.025979804449475,8.863784580794402,alta
8067,0.31446287833501063,186.0,0.9926324062938817,3.1792778713139356,12.4,alta
8068,0.17657665358350133,123.0,0.9930691364110209,3.115637131643001,11.018790438810004,alta
8069,0.19638930925051187,147.7951336343686,0.9916711926409522,3.32,11.110753905300342,alta
8070,0.3879344222765458,16.120655777234543,0.9948347672834774,3.2027606533659276,12.403475378212367,alta
8071,0.3527477624058914,81.73820896948108,0.9906479014980977,3.2916746278636753,12.441626860681623,alta
8072,0.34156288091018155,112.67708587273454,0.9906770858727345,3.3254171745469088,12.667708587273454,alta
8073,0.4687935483566433,142.0301612910839,0.9950303999962237,3.1209048387325176,12.0,alta
8074,0.2222240711904105,128.0,0.9928593085650776,3.399621001111418,11.3,alta
8075,0.23726256098266688,179.09124796724444,0.9918087893091525,3.044562398362222,11.41862235741777,alta
8076,0.3577452586189008,88.53757902301832,0.9899500058549108,3.1860126436829312,12.63121048849084,alta
8077,0.31626301102030147,115.03736988979699,0.9896020055812286,3.162242193387819,12.943945165304521,alta
